@relation MyTestRelation

@attribute spamclass string
@attribute tweetcontent string

@data
Spam,'Interested in a #Hospitality #job near #Dyersburg, TN? This could be a great fit: https://t.co/mPcefnImUv #Hiring'
Spam,'Legends. ????????? @ Hollywood Walk of Stars https://t.co/LMldJbtVBz'
Spam,'#darkside #starwars10k #finishline (@ ESPN Wide World of Sports - @waltdisneyworld in Lake Buena Vista, FL) https://t.co/eoECVPvwET'
Spam,'Interested in a #Hospitality #job near #Ingersoll, ON? This could be a great fit: https://t.co/elQUdgaD8J #restaurantlife #Hiring'
Spam,'Fresenius Medical Care: Inpatient Services RN (Per-diem) Perth Amboy (#PerthAmboy, NJ) https://t.co/bl6e7pTd0W #Nursing #Job #Jobs #Hiring'
NonSpam,'Cleared: Construction on #I280 WB from Exit 16E - Essex St to Exit 14W - Clifton Av'
Spam,'Construction on #NewarkCitySubway Both directions at Park Avenue City Subway Station https://t.co/mboXTt8gLU'
Spam,https://t.co/i0dL2Md2kg
Spam,'Join the Mercy team! See our latest #Nursing #job opening here: https://t.co/OiFrLR5yDd #Springfield, MO #Hiring https://t.co/bFe091nlML'
Spam,'Join the Supplemental Health Care team! See our latest #Nursing #job opening here: https://t.co/rJUlBDzEUU #Hiring https://t.co/TlwiJS4li2'
NonSpam,'Good morning, Montreal! :) #Sunrise 06:06, noon 12:54, sunset 19:43 EDT (UTC-4), April 16. Day length: 13h 37m.'
Spam,'Can you recommend anyone for this #job? Cashier Associate - https://t.co/HAxdFuI9qr #PLANTCITY, FL #Retail #Hiring'
Spam,'I\'m at Hotdogs Cremi in Culiacan Rosales, Sinaloa https://t.co/IMRNijA3Rg'
Spam,'@elliegoulding killing it on stage. Hands down the best of the day!! #coachella #elliegoulding… https://t.co/OAp8foe1ZZ'
Spam,'#Nursing in #FortSmith, AR: WEST CENTRAL CTR ON AGING NURSE EDUCATOR-FORT SMITH at UAMS https://t.co/hgK3m4UedG https://t.co/8OL8XYWLpm'
Spam,'The Vitamin Shoppe: Store Manager (#OceanSide, CA) https://t.co/fhaDxTEE0q #Retail #Job #Jobs #Hiring'
Spam,'Want to work in #LosAngeles, CA? View our latest opening: https://t.co/JuouOsZozc #Sales #Job #Jobs #Hiring https://t.co/Hdj1Vm7OMN'
Spam,'6am: #Orillia #Weather'
Spam,'SJR53 [NEW] Designates March of each year as \"Fibromuscular Dysplasia Awareness Month.\" https://t.co/AXCoSD20n0'
NonSpam,'What an epic party! Incendiary, inspiring, fabulous night..so much love and gratitude!… https://t.co/umH5OoSIad'
Spam,'HJR0886 [Enroll] Lindsey Lively, Salutatorian, Bledsoe County High School https://t.co/cxaVMyT47E'
Spam,'#animalkingdomdisney #animalkingdomsafari #disneyworld @ Disney\'s Animal Kingdom https://t.co/WB0UjnRkYu'
Spam,'@edguygz @lilhak420 @M6NSTER @15Gizmo @Tat2dMedusa1 @Fredovhell its 6am dude??? Can\'t sleep or what???'
Spam,'HJR0850 [Enroll] Kevin DeWalt, Jr. https://t.co/kXxgsVvIz4'
Spam,'Interested in a #Healthcare #job near #RobertLee, TX? This could be a great fit: https://t.co/wFcIBCGz7T #Hiring https://t.co/rWu1SyARiG'
Spam,'Hey look cuffyb #CRG we keepin\' it ??? @ Central Rock Worcester https://t.co/3I7kXISvh7'
Spam,'I\'m at NH Hotel in Venustiano Carranza, Mexico DF https://t.co/nNFq96kZPt'
NonSpam,'Sat 06:00: Mainly Clear; Temp 2.8 C; Wind NE 18 km/h; Humidity 57\%; Press 103.5 kPa / rising; Health Idx 2.5 - 2.6.'
Spam,'Interested in a #Retail #job near #Cypress, TX? This could be a great fit: https://t.co/oiyhzukqBQ #Hiring'
Spam,'Watching man of la Mancha.... Really enjoyed it. Great job!! (@ Westchester Playhouse in Los Angeles, CA) https://t.co/DHwdUbl9t3'
Spam,'HB1327 [Enroll] Financial Responsibility For Dental Hygienists https://t.co/CmHE75TV6n'
Spam,https://t.co/GMMxdi7div
Spam,ef4ee9359333069d798385a2846acbdfc463da5a707b62f489ff184c5c2a783fc5893912777605f4ed59f1f23d3a0dd9420a82f2121023e970da640f2227bd83
Spam,'Flap&amp;Knuckles™ #NightOut #MuchNeeded #Dope  #Flap&amp;Knuckles @ Norwalk, Connecticut https://t.co/MdHDm7DZgS'
Spam,'San Diego chillin?? @ Seaport Village https://t.co/qV6HQe6gGm'
Spam,'Solid belgian with lots of different nuggets of flavor. - Drinking a Monk\'s Blood @ Driving - https://t.co/64InFddG0V'
Spam,'Making a Statement.. #ripdon #donpride #getsome @rgilly123 #rbrlax #rbrlacrosse #bucs… https://t.co/6vWq3bcKYD'
Spam,'My ARMZ are just over 18\" now; and I will have 20\" GUNZ!!! I\'m 41… https://t.co/ADBbxSXB34'
Spam,'See our latest #Carthage, TX #job and click to apply: Pharmacy Technician - https://t.co/Hg9ptt2fqP #Healthcare #Hiring'
Spam,'50 SLIM Black Single DVD Cases 7MM $8.00 https://t.co/pc6XOTLvra #DVD #Cases #Generic https://t.co/B0JfRwn5T2'
Spam,'My African princess ?? thanks for my $20 flats curtisy of the… https://t.co/Paggz5YO2t'
Spam,'@pgauna93 pluckers huh'
Spam,'HEADED TO CHICAGO FOR A FEW HOURS @ Hartsfield-Jackson Atlanta International Airport https://t.co/HP9uhEno45'
Spam,'Pluckers sets timeline for second Houston location https://t.co/uvkSz4O0ML'
NonSpam,'Construction on #NewarkAirtrain Both directions from Newark Liberty Airport Station to P1 Daily Parking https://t.co/MxrzfER15E'
Spam,'spot. #vscocam #vsco @ Ruth\'s Bed and Breakfast https://t.co/9Okstc7GYn'
Spam,'I\'m at Terminal 2 - @aicm3 in Venustiano Carranza, DF https://t.co/fLSrmRWvPR'
Spam,'Just posted a photo @ Caribbean Isle Apartments https://t.co/d8dGDAWwsG'
Spam,'There is a first time for everything, but at least it\'s for a good… https://t.co/JceaGQc7oG'
NonSpam,'Get pumped! ???????? first race of the weekend is less than an hour away!! @clowe @ Kill Devil… https://t.co/a0ozCWDnDI'
Spam,'Radio fam is the best ?? #Hot975Vegas #Q1069Vegas @ TRU NightClub https://t.co/gg9eSjVouu'
Spam,'#Hospitality #Job alert: Assistant Manager | SONIC Drive-In | #SanAntonio, TX https://t.co/9O8j8l3MsQ #Jobs #Hiring'
NonSpam,'Morning! #solo ???? @ The Fitness Center https://t.co/M4wGbtsMy5'
Spam,'Try https://t.co/6yJoaec9DA Fresh Foods in Arizona #Foods #menu'
Spam,'off work bihhh ??'
Spam,'Want to work in #Raleigh, NC? View our latest opening: https://t.co/aCFevbR9Mq #Nursing #ER #RN #Job #Jobs #Hiring https://t.co/V8PXOxlZxY'
Spam,'I\'m at Aeropuerto Internacional de la Ciudad de México (MEX) - @aicm3 in Venustiano Carranza, DF https://t.co/NSOymZ4ZEo'
Spam,'Podemos sacar el mayor provecho de cada obstáculo al simplemente preguntar: ¿Qué se supone que… https://t.co/TiVyWG4rS9'
Spam,'Want to work in #Aurora, CO? View our latest opening: https://t.co/bbQgQwydu2 #Clerical #jobhunt #Hiring'
Spam,'#CommercialAlarm at 28 S Orange Ave. #orlpol #opd'
Spam,'Come as you are, as you were... #coachella #palmsprings #birthdayweekend… https://t.co/Q2BSW8at0p'
Spam,'#VerbalDisturbance at 4701-4998 Camberlane Dr. #orlpol #ocso'
Spam,'#VerbalDisturbance at 1600-1739 28th St. #orlpol #ocso'
Spam,'#ValiendoTrapo poco a poco \n#nofilter #playadelcarmen #mexico @ Thompson Beach House https://t.co/kHO9MJIlT7'
Spam,'#LiveStreamMusic bigbadjohn a little jellytime https://t.co/E2j6AVzXWG #Celtic #Folk'
NonSpam,'Wind 0.0 mph ---. Barometer 30.113 in, Falling. Temperature 43.1 °F. Rain today 0.00 in. Humidity 58\%'
Spam,4c97da1100pD3653
Spam,'@ebbtideapp Tide in Edgartown, Massachusetts 04/16/2016\nHigh  8:29am  2.6\n Low  1:51pm  0.1\nHigh  9:03pm  2.4\n Low  2:12am  0.3'
Spam,https://t.co/2bgv9PJB5s
Spam,'Seventeen - seisi hati ?????? @ Los Angeles, California https://t.co/fkh29nmwDD'
Spam,'Just posted a photo @ Caribbean Isle Apartments https://t.co/lnX5LmHsAu'
Spam,'#Retail #Job in #BlueBell, PA: Beauty Advisor at CVS Health https://t.co/0wvoDdwCaE #Jobs #Hiring'
Spam,'We\'re #hiring! Read about our latest #job opening here: Driver Services Representative - https://t.co/BgIEjUCJRJ https://t.co/T6vr6oQbb9'
Spam,'#MONTGOMERY, AL #Retail #Job: Meat Associate at Winn Dixie https://t.co/75PTfX1Mk8 #Jobs #Hiring'
Spam,'#coachellafest #hotlinebling #target #allaccesslifestyle #octobersveryown #coachella2016 #indio… https://t.co/TnODtpRrZc'
Spam,'This #Nursing #job might be a great fit for you: ICU - https://t.co/tvQ5SjFMyU #TravelNurse #NurseLife #Durham, NC https://t.co/4dNKKq4lno'
NonSpam,'regram manuel_hutama\nHappy Friday everyone! Golden Gate Bridge sunrise, shooting with… https://t.co/BDEjHf1Y8g'
Spam,'Want to work in #Tulsa, OK? View our latest opening: https://t.co/89KYEvqXAL #Hospitality #Job #Jobs #Hiring'
Spam,'Want to work in #Atlanta, GA? View our latest opening: https://t.co/mgBMWkUGTY #Nursing #RN #Nursing #Job #Jobs https://t.co/V2xf6D6ObZ'
Spam,'Join the #CHOMP team! See our latest #Healthcare #job opening here: https://t.co/CzMTk1LdIK #MedField #Monterey, CA https://t.co/ty14nE6cBX'
Spam,'Molina Healthcare: Medical Claim Reviewer (#Milwaukee, WI) https://t.co/qSpE9zFK9U #Healthcare #Job #Jobs #Hiring https://t.co/Ws7ioBrcm3'
Spam,'I\'m at Rockys Cigars in Syracuse, NY https://t.co/LlvX1J8cWP'
Spam,'https://t.co/CRboSlJoVQ I\'ll never forget : /'
Spam,'AIDS N : Warnings over five-fold increase in HIV in Glasgow area https://t.co/g5icEQw7dw'
Spam,'??I was listening to Radiohead when I took this. It is 5:02am. ?? @ Winnipeg Monitoba https://t.co/Fqo0fTcq3H'
Spam,'AIDS N : Warnings over five-fold increase in HIV in Glasgow area: Health officials in the Glasgow area have warned… https://t.co/8Wdw95NkRf'
Spam,'AIDS N : Warnings over five-fold increase in HIV in Glasgow area https://t.co/XW2rlmMqFv'
Spam,'Just posted a video @ Xalos BAR https://t.co/tIs3pNltcw'
Spam,'Be a Voice for Abused Children, Be a CASA Advocate https://t.co/K5R0trNxeV'
Spam,'Stand By You by Rachel Platten is #nowplaying in Tavern on Main, Snellville.'
NonSpam,'So much love and admiration for these brothers right here! Lasting friendships and great moments… https://t.co/HYMYvJacfG'
NonSpam,'Good morning!! Wake and bake time!!! See you soon Laredo at the laredomainstreet #HolaLaredo… https://t.co/0C02VaA31r'
Spam,'See our latest #Marietta, GA #job and click to apply: RN MS TELE Registered Nurse - https://t.co/tPtMBXiFKT #Hiring https://t.co/4kZyd3PrV2'
Spam,'Ready for #dialysis @ Whitehall, Ohio https://t.co/XVDgt8QMst'
Spam,'This #RealEstate #job might be a great fit for you: Community Manager - https://t.co/SXU2dTPAit #nowhiring #Hiring https://t.co/CCDpJvEJ5l'
Spam,'#sunrise_sunsets_aroundworld #sunrise_sunsets_aroundtheworld #lga @ New York City - Laguardia… https://t.co/JGFFQ00wUn'
Spam,'???? @ Maddox Sp https://t.co/dR2sKBtTGR'
Spam,'@fiftytwobook @_Soilwork with @Fear_Factory at Pierre’s Entertainment Center (Apr 16, 2016) https://t.co/0dnGyOgT16 https://t.co/JmFBJY8weD'
Spam,'Want to work at Nestle Waters NA? We\'re #hiring in #Tamarac, FL! Click for details: https://t.co/MWIH9jtuWu #Job https://t.co/zSzFJlO6ed'
Spam,'Closed due to major event in #Philadelphia on Martin Luther King Dr Both NB/SB between Ben Franklin Pky and Falls Brg #traffic'
Spam,'#McLean, VA #Hospitality #Job: Dishwasher at Sunrise Senior Living https://t.co/4PI3JpQwyf #Jobs #Hiring https://t.co/lOrVwZpzaF'
NonSpam,'Cleared: Construction on #TimesSquaregrandCentralStationShuttle Both directions from Grand Central-42nd Street...'
Spam,'50\% Off New American Fare at BIG &amp; little\'s https://t.co/iehcCL3qeG'
Spam,'Assistant Store Manager - The Vitamin Shoppe: (#AuburnHills, MI) https://t.co/mFTVGHt3bI #Retail #Job #Jobs #Hiring'
Spam,'We\'re #hiring! Click to apply: Pharmacy Technician - https://t.co/uMn1mvsUwQ #Healthcare #Sandwich, MA #Job #Jobs'
Spam,'Up to 54\% Off Hair Services at Salon Savoir https://t.co/5HXXYbmu2C'
Spam,'Up to 57\% Off Women\'s Haircut Package https://t.co/Qo3P0Td7YN'
Spam,'55\% Off Services https://t.co/fUHyQuN5vu'
Spam,'¿Lo pueden creer? (@ Bosque de @Chapultepec_mx in Miguel Hidalgo, DF) https://t.co/WZNoS20KHF'
Spam,'Up to 40\% Off American Food https://t.co/TRy0mJxfnF'
Spam,'50\% Off a Haircut, Color, and Style https://t.co/HfGQRCuJXX'
Spam,'51\% Off Haircut Package https://t.co/dBGaecgTnc'
Spam,'I\'m at Hartsfield-Jackson Atlanta International Airport - @atlanta_airport in Atlanta, GA https://t.co/FnuefiGzXj'
Spam,'45\% Off at BGR The Burger Joint https://t.co/K0drMC7dq5'
Spam,'\"In small proportions we just beauty see, and in short measures life may perfect be.\" ~Ben… https://t.co/YzssX2xoMc'
Spam,'55\% Off Mani-Pedi https://t.co/Cc2H67ER3j'
Spam,'Up to 44\% Off Sailing Trip on Schooner \"Fame\" https://t.co/hxsYfSx6M8'
Spam,'#vindication without having to act is sweet!'
Spam,'Up to 52\% Off Mani-Pedi https://t.co/oTSiowJNDj'
Spam,'52\% Off at Drybar Louisville https://t.co/Kke9osM7aT'
Spam,'48\% Off a Haircut and Style at Cinta Aveda Institute https://t.co/HZqPk3a1eH'
Spam,'45\% Off Blowout at Cotton Blow Dry Bar https://t.co/NHT3QRdDCw'
Spam,'50\% Off Burgers and Drinks at Fatburger https://t.co/zPkn9paFIt'
Spam,'dry ass city'
Spam,'50\% Off Pet Products at Pets N\' Stuff https://t.co/7dPcsYO0y7'
Spam,'Up to 53\% Off Relaxation Mani-Pedi or Pedicure https://t.co/bfMCGjeFRC'
Spam,'$5 for $10 Certificate at Battlefield Frontlines Combat Lasertag. https://t.co/TUYIhT1GEd'
NonSpam,'Up to 52\% Off from Bayride Tours https://t.co/qswKMFyJea'
Spam,'Up to 55\% Off Historic Train Excursion https://t.co/c2Bi4qGRCG'
Spam,'Up to 53\% Off Manicure, Pedicure, or Both https://t.co/sYEiZQjaM3'
Spam,'Up to 44\% Off Burgers and Shakes at Johnny Rockets https://t.co/FOuzVwjZ0e'
Spam,'Yup we became these people today #coachella #bandanabandit #palmsprings #spiritualgangster @… https://t.co/PY9XrZMRrD'
Spam,'$100 for $120 Certificate at Ready Rekey. https://t.co/eFU1XGLhOO'
Spam,'@lilhak420 @robertm5 awesome send me lots of pics :)'
Spam,'Interested in a #Hospitality #job near #Mooresville, NC? This could be a great fit: https://t.co/LKLkZpfU4H #Hiring'
Spam,'Monica Loya @ Bucareli 69 https://t.co/j7u9hwyPLz'
Spam,'Divina @ Cancun Q Roo Mexio https://t.co/SUPzjf2hM6'
Spam,'Civil war half marathon (@ Petersburg Old Town Train Station in Petersburg, VA) https://t.co/SYmcFRhyJw'
Spam,'#hairextensionspecialist #hairblond #bionda #rubia #rubias #blondie #brownhair #extensiones… https://t.co/bbokoMAjob'
Spam,'6am: Mainly Clear 4.7C - Wind: NNE 7km/h - Bar: 103.1 kPa ^ - Hum: 54\% #Toronto #Weather'
Spam,'Every action performed begins in the imagination'
Spam,'Climber chicks ohlalaauren #CRG @ Central Rock Worcester https://t.co/Q8JTAUmLbL'
Spam,'8752 Chatlake Drive https://t.co/czc8AdILiR'
Spam,'?? Italians Do It Better In coachella ?? #coachella #party #loveit #losangeles #california… https://t.co/qVwC8K4PSq'
Spam,'See our latest #Monterey, CA #job and click to apply: Registered Nurse - Emergency... - https://t.co/cnU4Nr1Jxo https://t.co/Z7Pjv7CjMa'
NonSpam,'Beautiful kantha quilts knockonwoodantiques german_favorite_antiques #hpadc #hpmkt #antiques… https://t.co/xkkpl2d48B'
Spam,'?????? @ Las Vegas Strip https://t.co/cSawn8OgKF'
Spam,'#ThisIsCanada #People #BeCreative #Enjoy #Yourself #9ine #DaChamp #WhoWillComeClose?… https://t.co/nonojmHt2u'
Spam,https://t.co/rkVljusrj7
Spam,'I\'m at @WaffleHouse in Buford, GA https://t.co/RyPsSVpWcj'
Spam,'I\'m at OXXO in Aguascalientes, AGS https://t.co/qr90LvAG55'
Spam,'LCD Soundsystem...y James Murphy fue una fiesta.... @ Coachella https://t.co/kDHSp00mEv'
Spam,'We\'re #hiring! Read about our latest #job opening here: Bagger - https://t.co/3ziaDgu6Yp #RAINBOWCITY, AL #Retail'
Spam,'Russian Club Cup 2011. IDSF La part2 https://t.co/i95Bb9xnhp'
Spam,'Just posted a photo @ Andy\'s Hair In the gables https://t.co/SaC6YUYFoT'
Spam,'The #tilapia have been #harvested. Time to clean. It will take a few days to scrub and sanitize… https://t.co/N9EkzeHmkH'
Spam,'@joebuabeng Shout out to eags.strong for coming to get her bis shredded to pieces by coach… https://t.co/lgIc6OOIqy'
NonSpam,'Construction on #NewarkAirtrain Both directions from Newark Liberty Airport Station to P1 Daily Parking https://t.co/u8zUnfhU0u'
NonSpam,'Cleared: Construction on #I95NewEnglandThruway NB from 0.83 before Exit 15 (I-95) - New Rochelle (US 1) to 0.08...'
Spam,'moved 45 meters bearing 340° (1mo0) https://t.co/YN9LFDl7QF'
NonSpam,'Cleared: Construction on #US22 WB from East of Vaux Hall Rd to East of Chestnut St'
NonSpam,'Cleared: Construction on #NJ7 Both directions from Charlotte Circle to Cathedral Av/Glendale St'
NonSpam,'Cleared: Construction on #I290 EB from NY 384 Delaware Avenue to Town of Tonawanda; Town of Amherst Line; Niagara...'
NonSpam,'Cleared: Construction on #NJ17 NB from South of Moonachie Av to North of Midland Av'
NonSpam,'Cleared: Closure on #QueensboroBridge EB from Manhattan Side to Queens Side'
NonSpam,'Cleared: Construction on #US46 EB from CR 633/Rifle Camp Rd to CR 621/Valley Rd'
NonSpam,'Cleared: Construction on #I80 WB from Exit 39 - NJ 53 to Exit 34 - NJ 15'
NonSpam,'Cleared: Construction on #I290 EB from NY 384 Delaware Avenue to Town of Tonawanda; Town of Amherst Line; Niagara...'
Spam,'Update: Closure on #BordenAvenue EB at 58th Street https://t.co/zRp5wV2Mk2'
Spam,'Iced up Shawty!!!!!! #AWEBIGDAWG @ KOKOPELLIS NIGHTLIFE https://t.co/GSRw9W03gX'
Spam,'Vuelo en la madrugada (@ Aeropuerto Internacional de Guadalajara \"Miguel Hidalgo y Costilla\" (GDL)) https://t.co/gf8rSeIq8W'
Spam,'The sunsets on #Coachella. Until tomorrow... #coachXbop #letslive4ever #coachella2016 @ Coachella https://t.co/yXSrnCme7z'
NonSpam,'Happy Birthday Dearie!\nMany more fruitful years ahead!\nHave a funfilled… https://t.co/jU10KhWmTz'
Spam,'If you\'re a #Nursing professional in #Joplin, MO, check out this #job: https://t.co/WrbH7zTfSL #Hiring https://t.co/WnNQT4EUWh'
Spam,'\"Renato\"??????????????\nPhoto Session??????????????\nwith: faithfulrenato ?????????????\nHelp my… https://t.co/QsW5iK3Im4'
Spam,'Russian Club Cup 2011. IDSF St https://t.co/hJ5xoeEATV'
Spam,'We\'re #hiring! Click to apply: Pharmacy Technician - https://t.co/pWmFQB8z7z #Healthcare #Pasadena, TX #Job #Jobs'
Spam,'#feelings @ Boston, Massachusetts https://t.co/VpbkyTmgCW'
Spam,'?? @ Vain Hermosillo https://t.co/JeBVwptIUv'
Spam,'Can you recommend anyone for this #job? Hair Stylist - https://t.co/B8cS0oAtgr #WESTON, FL #Cosmetology #Hiring https://t.co/QtkW44KQ7g'
Spam,'Just posted a photo @ Andy\'s Hair In the gables https://t.co/FGTYvcyNG9'
NonSpam,'This kicks like a mule with its balls wrapped in duct tape!'
Spam,'#NYCmissed Steu W. - w4m (Houston, Texas) https://t.co/Nq0G7rl9fB'
Spam,'I\'m at North Village Yellow House in Kissimmee, FL https://t.co/I8ZcYigH9c'
Spam,'#SuspiciousPerson 1100 Stetson St 32804 (4/16 05:42) #Orlando #CollegePark'
Spam,'#diabetic #t1d Sustainable Lifestyle Design: Sustainable Lifestyle Design How To Not Screw… https://t.co/8id5RpJTm6 #type1diabetes #diabetes'
Spam,'That time I almost got a ride to Reno. \n\n https://t.co/MwH0x58EmG'
NonSpam,'#diabetic #t1d How To Make Your Own Natural, Safe Cheap Cleaning Products: How To Make… https://t.co/inWYtpggJr #type1diabetes #diabetes'
Spam,'#diabetic #t1d World Domination Gardening 3 Digital Dvd Set: World Domination Gardening 3… https://t.co/NpRsFREAvf #type1diabetes #diabetes'
Spam,'Best Metal Albums of 2016 (So Far) https://t.co/gjOCm1aqe0 https://t.co/RQxt1ZTP5E'
Spam,'#diabetic #t1d Tiny House Plans: Tiny House Plans Earn 50\% Commission Promoting Tiny House… https://t.co/4IYhTndKri #type1diabetes #diabetes'
Spam,'#diabetic #t1d Les Merveilleux Bienfaits Du Bicarbonate De Soude: Les Merveilleux… https://t.co/LpIozOFKpC #type1diabetes #diabetes'
Spam,'Photo(10) https://t.co/eZ9u5qkf9w'
Spam,'It was a beach type of night with my bros ??#nofilter @ Santa Monica Pier https://t.co/nYTAi0LSGT'
Spam,'Interested in a #Nursing #job near #Sacramento, CA? This could be a great fit: https://t.co/XZXRNvizE9 #Hiring https://t.co/F6CQw5uatm'
